



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
41816;"Centro de Idiomas British Council para adultos. Paseo General Martínez Campos";"";"";"  Idioma: inglés para adultos  Cursos: generales, especiales,  intensivos de verano  y empresas  Preparación para exámenes de Cambridge  ";" Metro: Iglesia (línea 1), Gregorio Marañón (líneas 7, 10), Rubén Darío (líneas 7, 10)  Bus: 5, 12, 14, 16, 27, 40, 45, 61, 147, 150 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8cc1598d1351c010VgnVCM1000000b205a0aRCRD";"GENERAL MARTINEZ CAMPOS";"PASEO";"V";"31";"";"duplicado";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441254";"4476503";"40.43521769533403";"-3.6939285841013456";"913 373 501                
                
                
";"913 375 001";"madrid.adultos@britishcouncil.es";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
6669;"Centro de Idiomas British Council. Paseo General Martínez Campos";"  Young Learnes   ";"";"  Idioma: inglés para niños y jóvenes  Cursos: de invierno, intensivo de verano y especiales de verano  ";" Metro: Iglesia (línea 1), Gregorio Marañón (líneas 7, 10), Rubén Darío (líneas 7, 10)  Bus: 5, 12, 14, 16, 27, 40, 45, 61, 147, 150 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b6203b54d771c010VgnVCM1000000b205a0aRCRD";"GENERAL MARTINEZ CAMPOS";"PASEO";"V";"31";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441254";"4476503";"40.43522670379538";"-3.6939286767152675";"913 373 593";"913 373 600";"madrid.younglearners@britishcouncil.es";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
7709805;"Centro de Lengua y Cultura China XinDongFang";" El centro de lengua y cultura china  XINDONGFANG  es una escuela de chino privada que se dedica desde el año 2005 a la enseñanza profesional del chino mandarín en Madrid.  China, nuestro vecino más alejado del continente euroasiático, es cuna de una civilización milenaria que durante siglos ha nutrido las raíces culturales de Asia oriental. Hoy en día es, además, una de las zonas con mayor crecimiento económico y el país con mayor peso demográfico del planeta, China alberga una quinta parte de la población mundial.  Conscientes de la creciente importancia de China en el panorama mundial, el centro ofrece no sólo cursos de chino mandarín, sino que aspira a convertirse en una plataforma de fructífero intercambio entre ambas culturas. Creemos firmemente en la inevitabilidad del diálogo intercultural, en la necesidad de ahondar en la compresión y el conocimiento mutuo entre Oriente y Occidente para poder desarrollar un proyecto global por un mundo mejor.  Con el fin de contribuir a una mejor comprensión del gigante asiático en España, el centro de legua y cultura china XINDONGFANG dirige sus esfuerzos a la base sobre la que pensamos debe basarse todo intercambio cultural: la de proporcionar las herramientas para conseguir hablar un  idioma común . ";"";"";"";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c3315b3f56569410VgnVCM1000000b205a0aRCRD";"CARLOS MARIN";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28026";"PRADOLONGO";"USERA";"440145";"4470870";"40.384393726675626";"-3.7064722201430342";"915 001 545 / 639 169 927";"";"info@estudiosdechino.com";"/contenido/entidadesYorganismos/CentrosEducacion"; 
6704;"Centro de Tecnología del Espectáculo";"";"";"  Equipamiento    Estudio de grabación  Equipos de iluminación y sonido    Servicios    Enseñanza: cursos anuales en las áreas de vestuario teatral, iluminación y sonido de espectáculos, gestión escénica, producción y maquinaria escénica, decorados y utileria.   Cursos monográficos anuales   ";" Metro: Pio XII (línea 9)  Bus: 7, 11, 40, 52 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=69c03b54d771c010VgnVCM1000000b205a0aRCRD";"TORREGALINDO";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28016";"NUEVA ESPAÑA";"CHAMARTIN";"443423";"4479435";"40.46178125027035";"-3.66861886638918";"913 531 481 / 913 531 482";"913 531 374";"cte@inaem.mcu.es";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
26409;"Centro Especializado en Superdotados (CES)";"";"";" La finalidad de este centro es proporcionar atención especializada sobre la superdotación. ";" Metro: Velazquez (línea 4), Serrano (línea 4) 
 Bus: 1, 9, 19, 21, 51, 53, 74 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=28a6b3e42751c010VgnVCM2000000c205a0aRCRD";"GOYA";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"442131";"4475362";"40.42500061056517";"-3.6834851425051807";"913 781 400 / 609 589 246";"";"info@centrosuperdotados.es";"/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada"; 
110718;"Centro Estudios Musicales Pinzón";"";"";"";" Metro: Vista Alegre (línea 5)  Bus: 17, 55 ";"  Enseñanza artística:    Canto  Guitarra  Piano  Saxofón  Viola  Violoncello  Violín    Modalidad:  presencial ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3cfb15a11a81c010VgnVCM1000000b205a0aRCRD";"PINZON";"CALLE";"V";"23";"";"";"";"";"MADRID";"MADRID";"28025";"VISTA ALEGRE";"CARABANCHEL";"437305";"4471472";"40.38961665345149";"-3.7399765052834204";"914 655 619";"";"academia@musicadanzapinzon.es";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
187050;"Centro Integrado de Enseñanzas Artísticas de Música y Educación Secundaria Federico Moreno Torroba";"";"";"";"METRO: Oporto BUS: 34, 35, 108, 118, 119";" ENSEÑANZAS DE RÉGIMEN GENERAL:   - Educación Secundaria Obligatoria, primer y segundo ciclo.   - Bachillerato en Música.   ENSEÑANZAS ARTÍSTICAS DE MÚSICA:   - Grado Elemental de Música.   - Grado Medio de Música. ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=957748d20675e010VgnVCM1000000b205a0aRCRD";"GENERAL RICARDOS";"CALLE";"NUM";"177";"";"";"";"";"MADRID";"MADRID";"28025";"PUERTA BONITA";"CARABANCHEL";"437597";"4470980";"40.385197375260255";"-3.7364997414123096";"914 698 614 - 17";"915 650 151";"";"/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada"; 
6712;"Centro Privado de Formación Profesional Específica CENP - FP";"  Centro Privado de Formación Profesional Específica.   Código del centro: 28074396 ";"";"";" Metro: Islas Filipinas (línea 7)  Bus: 1, 2, 12, 44, 82, 132, 202 ";"  Enseñanzas impartidas:    Formación profesional grado superior:       Animación sociocultural     Otro correo electrónico :  tutoria@cenp.com  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=60613b54d771c010VgnVCM1000000b205a0aRCRD";"DE JOAQUÍN MARÍA LÓPEZ";"CALLE";"V";"60 BIS";"";"";"";"";"MADRID";"MADRID";"28015";"GAZTAMBIDE";"CHAMBERI";"439386";"4476811";"40.43785799585747";"-3.7159806490191793";"914 484 841           
914 487 988";"914 479 511";"cenp@cenp.com";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados"; 
6681;"Centro Profesional de Danza Fortea";"";"";"";"Bus: 41, 45, 46, 75";"  Artísticas ( LOGSE )    Artísticas ( LOE )    Música y danza  Danza ( LOE )  Enseñanzas profesionales  Danza clásica  Danza española  Enseñanzas elementales   ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fb61a4ea6871c010VgnVCM1000000b205a0aRCRD";"COMANDANTE FORTEA";"PASEO";"V";"42";"";"";"";"";"MADRID";"MADRID";"28008";"CASA DE CAMPO";"MONCLOA-ARAVACA";"437982";"4475676";"40.427538776051804";"-3.732422725110936";"915 412 360";"915 410 090";"cpd.comandantefortea.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
6444591;"Centro Profesional de Música GSD";"";"";"";"Bus: 145";"  Enseñanza artística profesional:     Arpa  Bajo eléctrico  Cante flamenco  Canto  Clarinete  Clave,  Contrabajo  Dulzaina  Fagot  Guitarra  Guitarra eléctrica  Guitarra flamenca  Instrumento de cuerda pulsada del Renacimiento y del Barroco  Instrumentos de púa  Oboe  Órgano  Saxofón  Piano  Percusión  Trombón  Trompa  Tuba  Viola  Viola de gamba  Violín  Violoncello  Trompeta    Modalidad:  presencial ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=92e01069b6e77310VgnVCM2000000c205a0aRCRD";"RAFAEL DE LEON";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28051";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"449131";"4468770";"40.36608277888518";"-3.6004308193504646";"";"";"";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
7565010;"Centro Ruso de Ciencia y Cultura";"";"";" Cursos de lengua rusa para adultos y niños. ";" Metro: Antón Martín, Tirso de Molina (línea 1).  Bus: 6, 26, 32, M1.  Renfe: Atocha. ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2d444652c5bf6410VgnVCM1000000b205a0aRCRD";"ATOCHA";"CALLE";"V";"34";"";"";"";"";"MADRID";"MADRID";"28012";"EMBAJADORES";"CENTRO";"440632";"4474059";"40.413156757273484";"-3.7010330048016824";"913 601 772 / 913 601 718 ";"913 896 742";"centroruso@centroruso.info";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
7639565;"Centro Superior de Arte Dramático Scaena";"";"";"";" Metro: Avenida America (líneas 4, 6, 7, 9), Cartagena (línea 7)  Bus: 1, 12, 72, 73, 114, 115, 122, 200  ";"  Enseñanza artística:  Interpretación, Teatro musical   Modalidad:  presencial ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c03a4a47e8388410VgnVCM1000000b205a0aRCRD";"COSLADA";"CALLE";"V";"7";"";"BIS";"";"";"MADRID";"MADRID";"28028";"GUINDALERA";"SALAMANCA";"442839";"4476738";"40.43745442601165";"-3.6752517217446106";"";"";"scaena@scaena.net";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
6696;"Centro Superior de Diseño de Moda de Madrid (Centro Adscrito a la UPM)";"";"";"";" Metro: Sierra de Guadalupe (línea 1)   Bus: E (Intercambiador Plaza del Conde de Casal)  Renfe: C2 y C7. Estación de Vallecas   ";"  Estudios de grado    Diseño de moda   Otros cursos  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=16c17b503a71c010VgnVCM1000000b205a0aRCRD";"VALENCIA";"CARRETERA";"V";"KM. 7";"BAJA";"";"";"BLOQUE I";"MADRID";"MADRID";"28031";"";"PUENTE DE VALLECAS";"440694";"4473432";"40.4075128634897";"-3.7002437498687986";"913 310 126";"";"secgen@csdmm@upm.es";"/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios"; 
12364;"Centro Superior de Estudios de la Defensa Nacional (CESEDEN)";" La ley de la carrera militar establece, en su artículo 52, que al  CESEDEN  corresponde impartir los cursos de Altos Estudios de la Defensa Nacional, así como desarrollar tareas de investigación y de fomento y difusión de la cultura de Defensa.   La sede fue construida por Ricardo Velázquez Bosco sobre un proyecto de Carlos Velasco para Escuela de Sordomudos. Se terminó en 1898. ";"";"";" Metro: Gregorio Marañón (líneas 7, 10)  Bus: 7, 12, 14, 27, 40, 45, 147, 150 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a56cefeac361c010VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"61";"";"";"";"";"MADRID";"MADRID";"28046";"RIOS ROSAS";"CHAMBERI";"441424";"4477023";"40.43986913673551";"-3.691960149423328";"913 482 500";"913 482 553 / 913 482 554";"cesden@ceseden.es";"/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada"; 
26400;"CESMA Business School";"";"";"";" Metro: Duque de Pastrana (línea 9)  Bus: 7, 29, 107 ";" Titulaciones    Doble titulación en Administración y Dirección de Empresas + MBA o Master de especialización.  Doble titulación en Dirección Comercial y Marketing + Master en Dirección Comercial.  Doble titulación en Dirección de Publicidad y Relaciones Públicas + Master en Dirección de Comunicación.  Masters y cursos de postgrado  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4594b3e42751c010VgnVCM2000000c205a0aRCRD";"BAUSA";"CALLE";"V";"23";"";"";"";"";"MADRID";"MADRID";"28033";"COSTILLARES";"CIUDAD LINEAL";"443377";"4480270";"40.46930024335396";"-3.66922425897196";"914 583 333";"914 583 331";"infoweb@cesma.es";"/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada"; 
101755;"Conservatorio Profesional de Danza Carmen Amaya";"";"";"";" Metro: Ciudad de los Ángeles (línea 3)  Bus: 22 , 23 , 59 , 79 , 85 , 123 , 130  ";"  Artísticas (LOGSE)    Artísticas (LOE)    Música y danza  Danza (LOE)  Enseñanzas Profesionales  Danza clásica  Danza española  Enseñanzas Elementales  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5dc18899fc81c010VgnVCM1000000b205a0aRCRD";"FELICIDAD";"AVENIDA";"V";"27";"";"";"";"";"MADRID";"MADRID";"28041";"LOS ROSALES";"VILLAVERDE";"441602";"4468117";"40.35969672661692";"-3.689055240537216";"913 170 013";"913 170 586";"cpd.carmenamaya.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
6697;"Conservatorio Profesional de Música Adolfo Salazar";"";"";"";" Metro: Arg&uuml;elles (líneas 3, 4, 6), Ventura Rodríguez (línea 3)  Bus: 1, 2, 21, 44, 74, 133, C1, C2 ";"  Artísticas ( LOGSE )    Artística ( LOE )    Clarinete  Contrabajo  Fagot  Flauta travesera  Guitarra  Instrumentos de cuerda pulsada  Música y danza  Música (L OE )  Oboe  Piano  Trombón  Trompa  Trompeta  Viola  Violín  Violonchello  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b869a4ea6871c010VgnVCM1000000b205a0aRCRD";"FERRAZ";"CALLE";"V";"62";"";"";"";"";"MADRID";"MADRID";"28008";"ARGUELLES";"MONCLOA-ARAVACA";"439118";"4475728";"40.428091350402354";"-3.7190247094425115";"915 414 925 / 915 428 996";"915 428 871";"cpm.adolfosalazar.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
6672;"Conservatorio Profesional de Música de Madrid. Calle Amaniel";"";"";"";" Metro: Noviciado (línea 2), Plaza de España (líneas 3, 10)   Bus: 1 , 2 , 3 , 44 , 46 , 74 , 75 , 133 , 138 , 147 , 148 , 202, C1 , C2 , L2 , L3 , L10 ";"  Artísticas ( LOGSE )    Artísticas ( LOE )    Música y Danza  Música ( LOE )  Acordeón  Clarinete  Contrabajo  Fagot  Flauta travesera  Guitarra  Oboe  Piano  Saxofón  Trombón  Trompa  Tuba  Viola  Violín  Violoncello  Trompeta  Percusión  Instrumentos de cuerda pulsada  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7cb9a4ea6871c010VgnVCM1000000b205a0aRCRD";"AMANIEL";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28015";"UNIVERSIDAD";"CENTRO";"439955";"4475383";"40.42503537318892";"-3.709125276586863";"915 312 843 / 915 321 464";"915 229 346";"cpm.amaniel.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
6693;"Conservatorio Profesional de Música Joaquín Turina";"";"";"";" Metro: Tetuán (línea 1)   Bus: 66, 124 ";"  Artísticas (L OGSE )    Artísticas ( LOE )    Música y danza  Música ( LOE )  Acordeón  Clarinete  Contrabajo  Fagot  Flauta travesera  Guitarra  Oboe  Piano  Trompa  Viola  Violín  Violoncello  Trompeta  Instrumentos de cuerda pulsada      ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9299a4ea6871c010VgnVCM1000000b205a0aRCRD";"CEUTA";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28039";"VALDEACEDERAS";"TETUAN";"440843";"4479449";"40.46173642594769";"-3.6990372749622855";"915 717 640";"915 717 745";"cpm.joaquinturina.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
